eall,r,t,dr,Value
CO2,p66,2033,2.5,361289215.4770243
CO2,p66,2033,2.0,594694404.8045001
CO2,p66,2033,1.5,1026519130.8445188
CO2,p66,2034,2.5,130387064.3471802
CO2,p66,2034,2.0,216424204.47638637
CO2,p66,2034,1.5,373926364.166375
CO2,p66,2035,2.5,129668960.92433971
CO2,p66,2035,2.0,214778722.32950705
CO2,p66,2035,1.5,372971082.83900553
CO2,p66,2036,2.5,128908321.7586829
CO2,p66,2036,2.0,213963622.81402507
CO2,p66,2036,1.5,371061736.0418967
CO2,p66,2037,2.5,112051615.8260229
CO2,p66,2037,2.0,186389849.6689594
CO2,p66,2037,1.5,323639879.9342097
CO2,p66,2038,2.5,111318380.98123631
CO2,p66,2038,2.0,184876574.2350662
CO2,p66,2038,1.5,322680250.27994114
CO2,p66,2039,2.5,110554255.97669154
CO2,p66,2039,2.0,184050795.00273454
CO2,p66,2039,1.5,320924956.50375867
CO2,p66,2040,2.5,105531017.77181911
CO2,p66,2040,2.0,176126369.44957832
CO2,p66,2040,1.5,307564682.33159864
CO2,p66,2041,2.5,104742473.58150384
CO2,p66,2041,2.0,175259771.31833634
CO2,p66,2041,1.5,306534697.62512904
CO2,p66,2042,2.5,103929616.24772276
CO2,p66,2042,2.0,174359442.56038815
CO2,p66,2042,1.5,305467984.03010327
CO2,p66,2043,2.5,101054151.22613357
CO2,p66,2043,2.0,169995393.43667683
CO2,p66,2043,1.5,298343286.2245098
CO2,p66,2044,2.5,100756216.17829454
CO2,p66,2044,2.0,169051571.93962872
CO2,p66,2044,1.5,297229499.40854424
CO2,p66,2045,2.5,99884211.16022906
CO2,p66,2045,2.0,168079405.34425774
CO2,p66,2045,1.5,296083474.5563689
CO2,p66,2046,2.5,97045904.16854838
CO2,p66,2046,2.0,163791074.06199047
CO2,p66,2046,1.5,289727731.9375001
CO2,p66,2047,2.5,96158289.19139703
CO2,p66,2047,2.0,163338582.04416537
CO2,p66,2047,1.5,288535284.1891381
CO2,p66,2048,2.5,95737333.57892689
CO2,p66,2048,2.0,162299862.921468
CO2,p66,2048,1.5,287314804.98575586
CO2,p66,2049,2.5,94306129.06865922
CO2,p66,2049,2.0,160381574.9287628
CO2,p66,2049,1.5,284546014.56560475
CO2,p66,2050,2.5,93372405.01847449
CO2,p66,2050,2.0,159305743.93078864
CO2,p66,2050,1.5,283279484.9183041
CO2,p67,2023,2.5,2749684400.555652
CO2,p67,2023,2.0,4465594771.259474
CO2,p67,2023,1.5,7645785857.279683
CO2,p67,2024,2.5,2747001781.6282806
CO2,p67,2024,2.0,4463877895.145956
CO2,p67,2024,1.5,7640098705.153656
CO2,p67,2025,2.5,2190233647.8061867
CO2,p67,2025,2.0,3589274296.1409073
CO2,p67,2025,1.5,6125018689.204114
CO2,p67,2026,2.5,2186124391.431315
CO2,p67,2026,2.0,3568692072.0971828
CO2,p67,2026,1.5,6118313687.902304
CO2,p67,2027,2.5,2180912651.638797
CO2,p67,2027,2.0,3563810140.3980074
CO2,p67,2027,1.5,6110469166.674816
CO2,p67,2028,2.5,2043943503.6314046
CO2,p67,2028,2.0,3343903413.7709017
CO2,p67,2028,1.5,5734778487.048623
CO2,p67,2029,2.5,2022783183.0989864
CO2,p67,2029,2.0,3322439864.2056804
CO2,p67,2029,1.5,5725361773.605193
CO2,p67,2030,2.5,2015435242.1121197
CO2,p67,2030,2.0,3314945205.4802456
CO2,p67,2030,1.5,5700126837.0868435
CO2,p67,2031,2.5,1211307473.647549
CO2,p67,2031,2.0,1995348573.4220092
CO2,p67,2031,1.5,3433139300.239076
CO2,p67,2032,2.5,1205881009.1065695
CO2,p67,2032,2.0,1981303887.6362326
CO2,p67,2032,1.5,3425878871.6658754
CO2,p67,2033,2.5,1199998662.7206838
CO2,p67,2033,2.0,1975238838.9192193
CO2,p67,2033,1.5,3409516618.54672
CO2,p67,2034,2.5,825814019.0613186
CO2,p67,2034,2.0,1370735226.0412974
CO2,p67,2034,1.5,2368284270.922758
CO2,p67,2035,2.5,821265869.4677474
CO2,p67,2035,2.0,1360313469.6208153
CO2,p67,2035,1.5,2362233941.3426037
CO2,p67,2036,2.5,816448317.2850099
CO2,p67,2036,2.0,1355150989.6602051
CO2,p67,2036,1.5,2350140982.886972
CO2,p67,2037,2.5,881799830.1191235
CO2,p67,2037,2.0,1466810956.3828952
CO2,p67,2037,1.5,2546911876.655701
CO2,p67,2038,2.5,876029575.4306582
CO2,p67,2038,2.0,1454902105.1745172
CO2,p67,2038,1.5,2539359988.53813
CO2,p67,2039,2.5,870016227.9726123
CO2,p67,2039,2.0,1448403564.4670222
CO2,p67,2039,1.5,2525546553.165184
CO2,p67,2040,2.5,882636358.3146204
CO2,p67,2040,2.0,1473079106.1854413
CO2,p67,2040,1.5,2572397925.18942
CO2,p67,2041,2.5,876041162.0661117
CO2,p67,2041,2.0,1465831085.3207555
CO2,p67,2041,1.5,2563783377.8304267
CO2,p67,2042,2.5,869242616.4624943
CO2,p67,2042,2.0,1458300949.5087466
CO2,p67,2042,1.5,2554861638.7743897
CO2,p67,2043,2.5,808243815.4876144
CO2,p67,2043,2.0,1359644544.4296155
CO2,p67,2043,1.5,2386187138.850082
CO2,p67,2044,2.5,805860893.4907334
CO2,p67,2044,2.0,1352095741.3506963
CO2,p67,2044,1.5,2377278931.766523
CO2,p67,2045,2.5,798886487.646203
CO2,p67,2045,2.0,1344320230.6091936
CO2,p67,2045,1.5,2368112880.8133745
CO2,p67,2046,2.5,673536030.6609391
CO2,p67,2046,2.0,1136773270.6143236
CO2,p67,2046,1.5,2010822282.6453302
CO2,p67,2047,2.5,667375640.1366013
CO2,p67,2047,2.0,1133632801.3672924
CO2,p67,2047,1.5,2002546235.0358675
CO2,p67,2048,2.5,664454045.7144899
CO2,p67,2048,2.0,1126423689.7528744
CO2,p67,2048,1.5,1994075638.3095737
CO2,p67,2049,2.5,617670594.0124779
CO2,p67,2049,2.0,1050440556.019251
CO2,p67,2049,1.5,1863672144.921376
CO2,p67,2050,2.5,611555043.5767108
CO2,p67,2050,2.0,1043394257.1398649
CO2,p67,2050,1.5,1855376839.7560766
CO2,p68,2023,2.5,104525850.27135265
CO2,p68,2023,2.0,169754059.89824829
CO2,p68,2023,1.5,290645089.14671963
CO2,p68,2024,2.5,104423873.83206354
CO2,p68,2024,2.0,169688794.97710323
CO2,p68,2024,1.5,290428899.09542674
CO2,p68,2025,2.5,132456584.34098265
CO2,p68,2025,2.0,217064975.69604468
CO2,p68,2025,1.5,370416670.1161243
CO2,p68,2026,2.5,132208072.92570874
CO2,p68,2026,2.0,215820244.98080656
CO2,p68,2026,1.5,370011178.41375303
CO2,p68,2027,2.5,131892887.71609312
CO2,p68,2027,2.0,215525005.24759063
CO2,p68,2027,1.5,369536773.0969395
CO2,p68,2028,2.5,94477417.38465494
CO2,p68,2028,2.0,154565602.20745617
