RPSCat,i,st,ast,t,Value
RPS_All,can-imports,ME,ME,2035,670781.37672
RPS_All,can-imports,ME,ME,2038,764371.83692
RPS_All,can-imports,ME,ME,2041,280742.39874
RPS_All,can-imports,ME,ME,2044,746050.17772
RPS_All,can-imports,ME,ME,2047,812906.815435
RPS_All,can-imports,ME,ME,2050,817337.00388
RPS_All,distpv,WA,WA,2026,394550.15877
RPS_All,distpv,WA,WA,2029,465871.58718
RPS_All,distpv,WA,WA,2032,611892.00693
RPS_All,distpv,WA,WA,2047,819456.855705
RPS_All,distpv,WA,WA,2050,863035.00329
RPS_All,distpv,OR,OR,2026,494044.92531
RPS_All,distpv,OR,OR,2029,687416.355416
RPS_All,distpv,OR,OR,2032,750675.254519
RPS_All,distpv,OR,OR,2035,1438669.51029
RPS_All,distpv,OR,OR,2038,1458508.32666
RPS_All,distpv,OR,OR,2041,1480631.23335
RPS_All,distpv,OR,OR,2044,1507907.84406
RPS_All,distpv,OR,OR,2047,1543053.14118
RPS_All,distpv,OR,OR,2050,1585715.08815
RPS_All,distpv,NV,NV,2026,1626333.754125
RPS_All,distpv,NV,NV,2029,1837015.64448
RPS_All,distpv,NV,NV,2032,2111199.20421
RPS_All,distpv,NV,NV,2035,2075746.823865
RPS_All,distpv,NV,NV,2038,2098892.14953
RPS_All,distpv,NV,NV,2041,2132818.48683
RPS_All,distpv,NV,NV,2044,2174223.229545
RPS_All,distpv,NV,NV,2047,2237546.855715
RPS_All,distpv,NV,NV,2050,2313399.42702
RPS_All,distpv,AZ,AZ,2026,4492230.29004
RPS_All,distpv,AZ,AZ,2029,5163431.282325
RPS_All,distpv,AZ,AZ,2032,5700881.273295
RPS_All,distpv,AZ,AZ,2035,5380653.963435
RPS_All,distpv,AZ,AZ,2038,5405420.13084
RPS_All,distpv,AZ,AZ,2041,5455802.65143
RPS_All,distpv,AZ,AZ,2044,5537366.70738
RPS_All,distpv,AZ,AZ,2047,5675881.587435
RPS_All,distpv,AZ,AZ,2050,5865443.2752
RPS_All,distpv,NM,NM,2026,1017537.04356
RPS_All,distpv,CO,CO,2026,1920622.69386
RPS_All,distpv,CO,CO,2029,2582532.96117
RPS_All,distpv,CO,CO,2032,3541402.387365
RPS_All,distpv,CO,CO,2035,3893599.13817
RPS_All,distpv,CO,CO,2038,4075433.236755
RPS_All,distpv,CO,CO,2041,4309538.774655
RPS_All,distpv,CO,CO,2044,4581335.657175
RPS_All,distpv,CO,CO,2047,4597403.96145
RPS_All,distpv,CO,CO,2050,5060974.012605
RPS_All,distpv,MN,MN,2026,1002303.818925
RPS_All,distpv,MN,MN,2029,1197356.052495
RPS_All,distpv,MN,MN,2032,1451042.91867
RPS_All,distpv,MN,MN,2035,1606874.07069
RPS_All,distpv,MN,MN,2038,1908921.860685
RPS_All,distpv,MN,MN,2041,2286859.31274
RPS_All,distpv,MN,MN,2044,2752151.53824
RPS_All,distpv,MN,MN,2047,3352048.85619
RPS_All,distpv,MN,MN,2050,4059185.602215
RPS_All,distpv,IA,IA,2026,223956.0324
RPS_All,distpv,IA,IA,2032,355143.141225
RPS_All,distpv,IA,IA,2035,398297.180025
RPS_All,distpv,IA,IA,2041,496569.723495
RPS_All,distpv,IA,IA,2044,546869.17371
RPS_All,distpv,IA,IA,2047,597206.968965
RPS_All,distpv,IA,IA,2050,650265.329475
RPS_All,distpv,IA,MO,2029,274353.61467
RPS_All,distpv,IA,MO,2038,447149.72742
RPS_All,distpv,WI,WI,2026,197420.459595
RPS_All,distpv,WI,WI,2029,289109.226615
RPS_All,distpv,WI,WI,2032,462602.21196
RPS_All,distpv,WI,WI,2035,659359.864725
RPS_All,distpv,WI,WI,2038,928264.913805
RPS_All,distpv,WI,WI,2041,1263300.73161
RPS_All,distpv,WI,WI,2044,1628504.279925
RPS_All,distpv,WI,WI,2047,2004721.143945
RPS_All,distpv,WI,WI,2050,2378043.973185
RPS_All,distpv,TX,TX,2026,6214135.27185
RPS_All,distpv,TX,TX,2029,11131252.950645
RPS_All,distpv,TX,TX,2032,18508380.52311
RPS_All,distpv,TX,TX,2035,22749971.27442
RPS_All,distpv,TX,TX,2038,24424199.43843
RPS_All,distpv,TX,TX,2041,25949218.883985
RPS_All,distpv,TX,TX,2044,27274346.161845
RPS_All,distpv,TX,TX,2047,28517383.61034
RPS_All,distpv,TX,TX,2050,29828198.753355
RPS_All,distpv,MO,MO,2026,39745.294305
RPS_All,distpv,MO,MO,2029,128552.754075
RPS_All,distpv,MO,MO,2032,316779.16497
RPS_All,distpv,MO,MO,2035,561406.1214
RPS_All,distpv,MO,MO,2038,798550.614585
RPS_All,distpv,MO,MO,2041,1086861.677895
RPS_All,distpv,MO,MO,2044,1479575.935635
RPS_All,distpv,MO,MO,2047,2167600.16556
RPS_All,distpv,MO,MO,2050,3119084.75811
RPS_All,distpv,LA,MI,2026,357806.25105
RPS_All,distpv,LA,MI,2035,1053280.878015
RPS_All,distpv,LA,MI,2041,1265800.591725
RPS_All,distpv,LA,MI,2044,1374593.791635
RPS_All,distpv,LA,MI,2047,1515217.422885
RPS_All,distpv,LA,MI,2050,1678844.18931
RPS_All,distpv,MI,MI,2026,225026.15553
RPS_All,distpv,MI,MI,2029,243503.345355
RPS_All,distpv,MI,MI,2032,298946.565915
RPS_All,distpv,MI,MI,2035,351764.54403
RPS_All,distpv,MI,MI,2038,394761.609105
RPS_All,distpv,MI,MI,2041,504357.90852
RPS_All,distpv,MI,MI,2044,729708.23217
RPS_All,distpv,MI,MI,2047,1184236.338555
RPS_All,distpv,MI,MI,2050,1981922.871615
RPS_All,distpv,IL,IL,2026,233470.97799
RPS_All,distpv,IL,IL,2029,351683.271435
RPS_All,distpv,IL,IL,2032,622192.73229
RPS_All,distpv,IL,IL,2035,1026994.921605
RPS_All,distpv,IL,IL,2038,1667112.498615
RPS_All,distpv,IL,IL,2041,2593566.071265
RPS_All,distpv,IL,IL,2044,3715999.73745
RPS_All,distpv,IL,IL,2047,4982880.29877
RPS_All,distpv,IL,IL,2050,6266385.08793
RPS_All,distpv,NC,NC,2038,1594229.193321
RPS_All,distpv,NC,NC,2041,1325814.733884
RPS_All,distpv,NC,NC,2044,1552236.463372
RPS_All,distpv,NC,NC,2047,8500697.437337
RPS_All,distpv,NC,NC,2050,5590145.113797
RPS_All,distpv,NC,PA,2026,1098949.61745
RPS_All,distpv,NC,PA,2029,2096988.673005
RPS_All,distpv,NC,PA,2032,3874886.347965
RPS_All,distpv,NC,PA,2035,5709269.0949
RPS_All,distpv,NC,PA,2038,5875005.427839
RPS_All,distpv,NC,PA,2041,6485323.405086
RPS_All,distpv,NC,PA,2044,6619546.672568
RPS_All,distpv,NC,PA,2047,92827.146208
RPS_All,distpv,NC,PA,2050,3499274.551503
RPS_All,distpv,OH,OH,2026,376333.31616
RPS_All,distpv,PA,PA,2026,276667.440465
RPS_All,distpv,PA,PA,2032,607737.621495
RPS_All,distpv,PA,PA,2035,803756.605845
RPS_All,distpv,PA,PA,2038,1040377.429485
RPS_All,distpv,PA,PA,2041,1292445.888105
RPS_All,distpv,PA,PA,2044,1546163.08284
RPS_All,distpv,PA,PA,2047,1797062.987025
RPS_All,distpv,PA,PA,2050,1892115.80313
RPS_All,distpv,MD,MD,2026,1963657.16718
RPS_All,distpv,MD,MD,2032,3217645.67427
RPS_All,distpv,MD,MD,2035,2983349.688255
RPS_All,distpv,MD,MD,2038,2991676.02054
RPS_All,distpv,MD,MD,2041,3013711.613205
RPS_All,distpv,MD,MD,2044,3052016.54145
RPS_All,distpv,MD,MD,2047,3103341.27318
RPS_All,distpv,MD,MD,2050,3169527.52656
RPS_All,distpv,MD,NJ,2029,2483128.595205
RPS_All,distpv,DE,DE,2026,180028.4238
RPS_All,distpv,DE,DE,2029,252174.14289
RPS_All,distpv,DE,DE,2032,352952.357413
RPS_All,distpv,DE,DE,2035,431396.46927
RPS_All,distpv,DE,DE,2038,449802.36036
RPS_All,distpv,DE,DE,2041,474522.68124
RPS_All,distpv,DE,DE,2044,502467.3918
RPS_All,distpv,DE,DE,2047,541831.81581
RPS_All,distpv,DE,DE,2050,590869.40886
RPS_All,distpv,DE,NJ,2032,24569.934287
RPS_All,distpv,NJ,NJ,2026,3691150.13943
RPS_All,distpv,NJ,NJ,2029,4626665.341515
RPS_All,distpv,NJ,NJ,2032,5962753.791765
RPS_All,distpv,NJ,NJ,2035,6332932.61073
RPS_All,distpv,NJ,NJ,2038,6599263.796595
RPS_All,distpv,NJ,NJ,2041,6943860.63765
RPS_All,distpv,NJ,NJ,2044,7066451.50209
RPS_All,distpv,NJ,NJ,2047,7067844.580095
RPS_All,distpv,NJ,NJ,2050,7071643.883745
RPS_All,distpv,NY,NY,2026,3685582.054815
RPS_All,distpv,NY,NY,2029,4134827.56422
RPS_All,distpv,NY,NY,2032,5294710.53621
RPS_All,distpv,NY,NY,2035,6170176.152225
RPS_All,distpv,NY,NY,2038,7104451.056825
RPS_All,distpv,NY,NY,2041,8849563.341236
RPS_All,distpv,NY,NY,2044,10183522.86801
RPS_All,distpv,NY,NY,2047,10967883.70338
RPS_All,distpv,NY,NY,2050,12111764.290455
RPS_All,distpv,VT,VT,2047,192655.789663
RPS_All,distpv,VT,VT,2050,590113.52901
RPS_All,distpv,VT,NH,2035,554750.92053
RPS_All,distpv,VT,MA,2044,568921.96584
RPS_All,distpv,VT,CT,2029,115051.524971
RPS_All,distpv,VT,CT,2032,592843.7304
RPS_All,distpv,VT,CT,2047,385106.828297
RPS_All,distpv,VT,RI,2026,366951.05363
RPS_All,distpv,VT,RI,2038,556961.08356
RPS_All,distpv,VT,RI,2041,562291.47675
RPS_All,distpv,NH,NH,2026,228133.72428
RPS_All,distpv,NH,NH,2029,244833.00516
RPS_All,distpv,NH,NH,2032,267592.50894
RPS_All,distpv,NH,NH,2035,265707.10626
RPS_All,distpv,NH,NH,2038,280520.98446
RPS_All,distpv,NH,NH,2041,295738.87752
RPS_All,distpv,NH,NH,2044,309879.39762
RPS_All,distpv,NH,NH,2047,323750.57448
RPS_All,distpv,NH,NH,2050,337891.09458
RPS_All,distpv,MA,MA,2026,713827.8492
RPS_All,distpv,MA,MA,2029,1719707.0544
RPS_All,distpv,MA,MA,2032,3438327.40608
RPS_All,distpv,MA,MA,2035,4407666.23232
RPS_All,distpv,MA,MA,2038,3982551.162396
RPS_All,distpv,MA,MA,2041,4574913.071041
RPS_All,distpv,MA,MA,2044,4650815.96592
RPS_All,distpv,MA,MA,2047,4744272.39984
RPS_All,distpv,MA,MA,2050,4857425.32056
RPS_All,distpv,CT,CT,2026,1162596.14976
RPS_All,distpv,CT,CT,2029,1321951.1136
RPS_All,distpv,CT,CT,2032,1516060.39104
RPS_All,distpv,CT,CT,2035,1498554.51456
RPS_All,distpv,CT,CT,2038,1521981.49632
RPS_All,distpv,CT,CT,2041,1558537.88544
RPS_All,distpv,CT,CT,2044,1605263.12928
RPS_All,distpv,CT,CT,2047,1671939.92352
RPS_All,distpv,CT,CT,2050,1753033.32192
RPS_All,distpv,RI,RI,2026,593058.21855
RPS_All,distpv,RI,RI,2029,805572.9801
RPS_All,distpv,RI,RI,2032,1073159.347575
RPS_All,distpv,RI,RI,2035,982445.2911
RPS_All,distpv,RI,RI,2038,987135.087225
