eall,r,t,dr,Value
CH4,p109,2029,2.0,9913792407.587921
CH4,p109,2029,1.5,13289609649.82691
CH4,p109,2032,2.5,8256272047.01288
CH4,p109,2032,2.0,10340379554.02584
CH4,p109,2032,1.5,13626856776.623201
CH4,p109,2035,2.5,9359164618.457499
CH4,p109,2035,2.0,11597225722.871248
CH4,p109,2035,1.5,15056047429.692497
CH4,p109,2038,2.5,9621370604.71078
CH4,p109,2038,2.0,11818376490.825838
CH4,p109,2038,1.5,15151764731.828
CH4,p109,2041,2.5,10056210547.941599
CH4,p109,2041,2.0,12262789121.410799
CH4,p109,2041,1.5,15590743691.2332
CH4,p109,2044,2.5,10694049461.14624
CH4,p109,2044,2.0,12960338088.67392
CH4,p109,2044,1.5,16430592549.57568
CH4,p109,2047,2.5,11054996104.81988
CH4,p109,2047,2.0,13327035181.577341
CH4,p109,2047,1.5,16853782405.200861
CH4,p109,2050,2.5,10984344497.451502
CH4,p109,2050,2.0,13181213396.941801
CH4,p109,2050,1.5,16633435953.2837
CH4,p11,2020,2.5,531265940.1192
CH4,p11,2020,2.0,653865772.4544
CH4,p11,2020,1.5,939932047.9032
CH4,p11,2023,2.5,960687451.5600802
CH4,p11,2023,2.0,1194368183.0206401
CH4,p11,2023,1.5,1668220777.3712204
CH4,p11,2026,2.5,779327851.9874599
CH4,p11,2026,2.0,976507188.0324799
CH4,p11,2026,1.5,1333307891.3520398
CH4,p11,2029,2.5,817182042.65136
CH4,p11,2029,2.0,1030359966.82128
CH4,p11,2029,1.5,1381215300.35094
CH4,p11,2032,2.5,1429154080.77074
CH4,p11,2032,2.0,1789911421.5478199
CH4,p11,2032,1.5,2358797997.3886
CH4,p11,2035,2.5,1478884408.8819003
CH4,p11,2035,2.0,1832530680.5710502
CH4,p11,2035,1.5,2379074918.6361003
CH4,p11,2038,2.5,1595229917.1588802
CH4,p11,2038,2.0,1959495016.3526402
CH4,p11,2038,1.5,2512173097.8880005
CH4,p11,2041,2.5,1675060549.202
CH4,p11,2041,2.0,2042609806.401
CH4,p11,2041,1.5,2596946391.029
CH4,p11,2044,2.5,2113121919.9604
