RPSCat,i,st,ast,t,Value
RPS_All,upv_1,MN,MN,2032,5197000.242253
RPS_All,upv_1,MN,MN,2035,4900992.675343
RPS_All,upv_1,MN,MN,2038,4961676.674592
RPS_All,upv_1,MN,MN,2041,5813469.199403
RPS_All,upv_1,MN,MN,2044,8594898.787896
RPS_All,upv_1,MN,MN,2047,8411777.707635
RPS_All,upv_1,MN,MN,2050,10072912.104373
RPS_All,upv_1,WI,WI,2026,5209334.358394
RPS_All,upv_1,WI,WI,2029,16430622.727555
RPS_All,upv_1,WI,WI,2032,16123709.326334
RPS_All,upv_1,WI,WI,2035,16776211.822998
RPS_All,upv_1,WI,WI,2038,18335028.873071
RPS_All,upv_1,WI,WI,2041,16247994.297627
RPS_All,upv_1,WI,WI,2044,21835459.230727
RPS_All,upv_1,WI,WI,2047,22402785.966299
RPS_All,upv_1,WI,WI,2050,23488547.892877
RPS_All,upv_1,MI,MI,2026,6423129.699396
RPS_All,upv_1,MI,MI,2029,23194497.96364
RPS_All,upv_1,MI,MI,2032,29816420.603991
RPS_All,upv_1,MI,MI,2035,35399249.799769
RPS_All,upv_1,MI,MI,2038,36597668.196952
RPS_All,upv_1,MI,MI,2041,34720448.698519
RPS_All,upv_1,MI,MI,2044,34468312.343574
RPS_All,upv_1,MI,MI,2047,32926277.241063
RPS_All,upv_1,MI,MI,2050,29565837.539505
RPS_All,upv_1,IL,IL,2026,15107.067
RPS_All,upv_1,IL,IL,2029,15107.067
RPS_All,upv_1,IL,IL,2032,14911.047
RPS_All,upv_1,IL,IL,2035,12115.467
